Transaction_ID,Customer_ID,Timestamp,Amount,Merchant_ID,Merchant_Category,Transaction_Type,Card_Present_Flag,Location_City,Location_Country,Device_ID,Channel,Is_3DS_Authenticated,Previous_Fraud_Flag,Is_Fraud
T02151,C4088,2024-05-19 12:50:07,3977.27,M135,Dining,Online,1,Hyderabad,UK,D16327,Mobile App,Yes,Yes,0
T02152,C2848,2023-10-18 11:06:30,5862.02,M367,Travel,POS,1,Chennai,India,D28156,Mobile App,No,Yes,0
T02153,C1527,2023-05-23 21:34:12,9010.06,M531,Entertainment,ATM Withdrawal,0,Delhi,USA,D64336,Mobile App,No,Yes,0
T02154,C7868,2024-10-23 20:50:38,5185.85,M283,Clothing,ATM Withdrawal,0,Bangalore,India,D52691,ATM,Yes,No,0
T02155,C1256,2023-10-28 22:46:59,1889.04,M267,Electronics,Online,0,Bangalore,India,D59592,Web,Yes,No,0
T02156,C4943,2024-01-17 17:12:35,4230.03,M507,Groceries,POS,1,Mumbai,UK,D45903,ATM,No,No,0
T02157,C4376,2024-01-04 01:08:48,8297.67,M798,Travel,POS,0,Delhi,USA,D93520,ATM,No,No,0
T02158,C2102,2023-04-17 19:25:22,2529.46,M629,Travel,ATM Withdrawal,0,Mumbai,India,D69814,ATM,Yes,Yes,0
T02159,C2653,2023-05-08 05:11:57,3022.89,M954,Groceries,Online,1,Kolkata,Singapore,D71912,Mobile App,Yes,No,0
T02160,C1550,2023-05-31 02:37:27,9676.87,M208,Entertainment,Online,0,Hyderabad,UK,D22564,ATM,Yes,No,0
T02161,C8314,2023-06-25 18:02:08,6585.2,M576,Dining,POS,0,Chennai,USA,D20851,Mobile App,No,No,0
T02162,C1797,2023-01-26 00:48:08,3828.5,M925,Utilities,POS,1,Hyderabad,Singapore,D54780,ATM,Yes,Yes,0
T02163,C5009,2023-11-14 08:39:14,3080.48,M184,Entertainment,ATM Withdrawal,0,Bangalore,UK,D77849,Mobile App,No,Yes,0
T02164,C1724,2024-08-16 20:02:13,4116.68,M454,Clothing,POS,1,Bangalore,USA,D83448,Web,No,No,0
T02165,C7590,2023-01-12 15:53:09,8764.13,M802,Travel,ATM Withdrawal,0,Delhi,Singapore,D27025,Mobile App,Yes,Yes,0
T02166,C8191,2024-12-19 19:21:37,7276.79,M850,Dining,Online,0,Chennai,Singapore,D18486,Web,Yes,Yes,1
T02167,C4839,2023-07-29 14:31:50,889.65,M203,Clothing,Online,0,Delhi,USA,D78771,ATM,No,No,0
T02168,C9843,2023-11-17 19:41:55,6362.17,M771,Entertainment,ATM Withdrawal,1,Bangalore,UK,D71439,Web,No,Yes,0
T02169,C4559,2023-06-22 20:42:40,7767.13,M983,Dining,Online,0,Delhi,Singapore,D14917,ATM,No,No,0
T02170,C1924,2024-07-30 14:43:03,3444.58,M514,Electronics,POS,0,Mumbai,Singapore,D98491,Mobile App,Yes,Yes,0
T02171,C3295,2024-06-05 10:40:03,1427.99,M922,Electronics,ATM Withdrawal,0,Mumbai,Singapore,D78385,Web,Yes,No,0
T02172,C9255,2023-06-07 13:05:30,7487.55,M926,Travel,ATM Withdrawal,0,Bangalore,India,D87924,Mobile App,No,Yes,0
T02173,C5739,2024-08-11 13:58:46,9300.24,M112,Travel,ATM Withdrawal,0,Hyderabad,UK,D46384,Web,Yes,Yes,0
T02174,C4836,2023-06-08 21:18:50,3980.3,M264,Travel,POS,1,Kolkata,India,D19566,ATM,No,No,0
T02175,C6224,2023-02-21 08:52:13,3081.7,M426,Dining,POS,0,Delhi,USA,D10265,Mobile App,No,No,0
T02176,C6253,2023-05-18 12:58:36,9870.27,M231,Utilities,ATM Withdrawal,1,Mumbai,India,D73916,Web,Yes,Yes,0
T02177,C4881,2024-12-21 02:27:22,8164.08,M688,Utilities,ATM Withdrawal,0,Delhi,India,D85609,Web,Yes,No,0
T02178,C5944,2023-12-08 04:52:10,16.78,M619,Electronics,ATM Withdrawal,1,Bangalore,Singapore,D25836,Web,No,Yes,0
T02179,C3347,2024-11-04 12:27:22,699.35,M493,Clothing,ATM Withdrawal,1,Delhi,USA,D25203,Mobile App,No,No,0
T02180,C9540,2024-04-24 06:49:12,6963.47,M802,Clothing,Online,0,Bangalore,UK,D64594,ATM,No,No,0
T02181,C4621,2024-01-16 13:11:51,5250.09,M565,Groceries,POS,0,Bangalore,Singapore,D25631,ATM,No,No,0
T02182,C7775,2024-06-18 06:41:24,6545.56,M111,Entertainment,ATM Withdrawal,0,Kolkata,UK,D19970,ATM,No,Yes,0
T02183,C5923,2023-09-10 08:29:36,7330.69,M597,Dining,ATM Withdrawal,0,Delhi,USA,D49412,Web,No,Yes,0
T02184,C5508,2024-11-04 05:51:19,1707.17,M769,Clothing,Online,1,Kolkata,Singapore,D62602,ATM,Yes,No,0
T02185,C1998,2023-12-22 09:15:20,3747.14,M786,Electronics,POS,1,Mumbai,India,D43789,Web,Yes,Yes,0
T02186,C3869,2024-11-20 09:49:09,7040.77,M511,Dining,POS,1,Delhi,USA,D43368,ATM,Yes,Yes,0
T02187,C7999,2023-07-11 16:23:03,1981.01,M532,Utilities,POS,1,Mumbai,UK,D60046,ATM,No,No,0
T02188,C9120,2023-11-29 02:12:56,1820.66,M889,Dining,Online,0,Hyderabad,USA,D95149,ATM,No,Yes,0
T02189,C1768,2023-11-11 11:15:48,9484.88,M155,Groceries,POS,1,Hyderabad,Singapore,D20711,ATM,Yes,Yes,0
T02190,C6642,2024-08-25 21:41:28,4507.16,M410,Dining,POS,0,Kolkata,USA,D23509,Web,Yes,No,0
T02191,C7244,2023-02-02 11:41:53,8143.89,M535,Utilities,Online,0,Kolkata,Singapore,D86352,Mobile App,No,No,0
T02192,C9592,2024-04-17 04:38:08,1857.19,M364,Electronics,POS,0,Kolkata,UK,D76170,Web,Yes,No,0
T02193,C6222,2024-07-25 03:34:40,590.76,M859,Clothing,Online,1,Bangalore,India,D41603,Web,Yes,Yes,0
T02194,C7821,2024-10-02 06:35:50,1828.11,M749,Clothing,Online,0,Mumbai,USA,D17910,Web,Yes,No,0
T02195,C7688,2023-10-23 10:41:18,7591.89,M218,Electronics,ATM Withdrawal,1,Kolkata,Singapore,D85571,ATM,No,No,0
T02196,C3444,2024-07-13 09:31:05,2594.26,M718,Groceries,Online,1,Hyderabad,Singapore,D69962,Web,No,No,0
T02197,C5913,2023-09-01 00:49:55,9022.83,M926,Clothing,ATM Withdrawal,1,Hyderabad,India,D57610,ATM,No,No,0
T02198,C7167,2023-11-03 03:30:06,4088.52,M921,Utilities,Online,0,Delhi,India,D49771,Web,Yes,Yes,0
T02199,C4012,2024-04-19 23:16:37,6268.75,M561,Dining,Online,1,Kolkata,USA,D32604,Mobile App,No,Yes,0
T02200,C9813,2024-12-30 10:49:20,6244.59,M614,Clothing,Online,0,Mumbai,USA,D49580,Mobile App,Yes,Yes,0
T02201,C8758,2024-07-30 16:36:14,8683.75,M481,Electronics,POS,0,Mumbai,USA,D74156,Mobile App,Yes,No,1
T02202,C4948,2024-03-20 05:37:51,1662.1,M899,Electronics,POS,0,Delhi,USA,D37903,ATM,Yes,Yes,0
T02203,C4692,2024-04-06 05:20:32,2931.96,M584,Electronics,POS,1,Mumbai,India,D97885,Mobile App,No,No,0
T02204,C5927,2024-02-21 10:44:07,3777.91,M829,Groceries,Online,1,Kolkata,UK,D77656,Web,Yes,Yes,0
T02205,C3365,2024-02-12 23:00:24,2768.35,M443,Dining,POS,0,Bangalore,USA,D81646,ATM,No,Yes,0
T02206,C8586,2024-05-13 04:26:50,3422.18,M964,Groceries,ATM Withdrawal,0,Bangalore,UK,D95397,Web,Yes,No,0
T02207,C1944,2024-11-11 05:46:40,5856.88,M647,Clothing,POS,1,Hyderabad,USA,D54103,Mobile App,Yes,No,0
T02208,C7761,2024-06-30 21:36:33,4779.49,M473,Clothing,POS,0,Mumbai,Singapore,D34212,ATM,Yes,No,0
T02209,C7824,2024-09-03 05:14:58,6728.37,M214,Utilities,POS,0,Delhi,India,D41611,Web,Yes,No,0
T02210,C9683,2023-01-30 21:54:54,1008.99,M904,Travel,Online,1,Chennai,India,D75148,ATM,No,Yes,0
T02211,C3196,2024-02-09 09:36:09,611.5,M283,Travel,POS,0,Delhi,Singapore,D97700,Web,Yes,Yes,0
T02212,C7363,2023-03-26 21:48:12,7518.24,M534,Electronics,Online,0,Bangalore,USA,D73288,ATM,No,No,0
T02213,C4978,2023-12-17 18:36:46,73.26,M644,Electronics,POS,1,Chennai,UK,D48324,Web,No,Yes,0
T02214,C5177,2023-12-21 21:14:28,5824.87,M877,Travel,Online,0,Mumbai,UK,D83343,Web,No,No,1
T02215,C4331,2024-10-04 08:35:08,9876.2,M492,Electronics,ATM Withdrawal,0,Kolkata,Singapore,D98433,ATM,Yes,No,0
T02216,C6411,2024-11-12 18:45:44,969.32,M991,Utilities,POS,1,Bangalore,UK,D74956,Mobile App,No,No,0
T02217,C2295,2023-02-02 22:41:23,5223.82,M790,Travel,Online,0,Kolkata,Singapore,D70095,Mobile App,No,No,0
T02218,C8369,2024-11-12 19:00:14,73.61,M181,Dining,POS,0,Kolkata,UK,D10620,Web,Yes,Yes,0
T02219,C7079,2023-07-10 20:35:00,6030.25,M253,Travel,ATM Withdrawal,0,Bangalore,UK,D17406,ATM,Yes,Yes,0
T02220,C2514,2024-02-07 21:19:05,9868.98,M107,Clothing,Online,1,Mumbai,Singapore,D71440,Web,Yes,No,0
T02221,C9775,2024-02-22 18:36:27,7613.88,M445,Dining,Online,1,Kolkata,UK,D83441,Web,Yes,No,0
T02222,C4120,2023-11-04 06:43:37,9321.35,M824,Utilities,POS,1,Kolkata,USA,D83467,Mobile App,No,No,0
T02223,C1844,2024-07-25 00:33:49,4732.84,M704,Groceries,POS,1,Hyderabad,USA,D25859,Mobile App,Yes,No,0
T02224,C5398,2023-01-31 11:42:11,3370.96,M364,Utilities,ATM Withdrawal,0,Mumbai,UK,D92906,Mobile App,No,No,0
T02225,C7179,2024-03-09 04:17:57,4295.11,M302,Groceries,ATM Withdrawal,1,Delhi,UK,D29271,ATM,No,No,0
T02226,C1647,2023-10-28 21:37:09,3708.48,M627,Clothing,POS,0,Delhi,UK,D54647,Mobile App,No,Yes,0
T02227,C2192,2024-02-05 21:17:55,8901.63,M932,Electronics,Online,0,Mumbai,UK,D41752,ATM,No,Yes,0
T02228,C4082,2024-08-17 07:36:49,9994.45,M729,Entertainment,ATM Withdrawal,0,Kolkata,India,D32620,Web,No,No,0
T02229,C4555,2024-05-04 20:08:27,8168.66,M845,Dining,ATM Withdrawal,1,Delhi,India,D53821,ATM,Yes,No,0
T02230,C8854,2023-02-08 06:56:01,9409.97,M993,Travel,POS,1,Bangalore,India,D22426,Mobile App,Yes,No,0
T02231,C4422,2023-05-28 11:04:00,6651.12,M565,Utilities,Online,1,Hyderabad,UK,D30555,Web,Yes,No,0
T02232,C6455,2023-08-15 03:58:36,3784.98,M545,Clothing,Online,0,Delhi,India,D21343,Web,No,Yes,0
T02233,C5967,2023-12-08 09:52:41,573.36,M149,Electronics,ATM Withdrawal,0,Hyderabad,USA,D95170,Mobile App,Yes,No,0
T02234,C1251,2023-11-06 04:00:04,3560.94,M575,Utilities,POS,0,Kolkata,Singapore,D82735,ATM,Yes,No,0
T02235,C4470,2024-11-17 22:21:56,3303.22,M388,Electronics,Online,1,Bangalore,Singapore,D14036,Web,Yes,No,0
T02236,C4113,2023-08-25 13:18:02,1002.67,M140,Travel,POS,1,Mumbai,USA,D82168,Mobile App,Yes,Yes,0
T02237,C2922,2024-08-23 22:23:05,4569.74,M224,Travel,POS,0,Kolkata,India,D31420,ATM,Yes,No,0
T02238,C8846,2024-10-04 19:58:25,6983.38,M988,Travel,POS,1,Hyderabad,UK,D31757,ATM,No,No,0
T02239,C4974,2023-08-11 01:50:03,7252.48,M601,Groceries,Online,1,Chennai,USA,D63238,Web,Yes,No,0
T02240,C4350,2023-12-25 08:08:04,8879.82,M571,Travel,ATM Withdrawal,0,Bangalore,India,D73317,Mobile App,Yes,No,0
T02241,C7498,2023-05-10 07:32:06,1389.49,M475,Dining,ATM Withdrawal,0,Chennai,USA,D84940,ATM,No,No,0
T02242,C4921,2023-11-25 03:15:57,6019.49,M151,Dining,POS,1,Bangalore,India,D86749,ATM,Yes,Yes,0
T02243,C6269,2023-08-17 16:22:53,8690.18,M713,Clothing,Online,1,Kolkata,USA,D17917,Mobile App,Yes,Yes,0
T02244,C5637,2024-04-21 05:39:04,2795.4,M802,Electronics,Online,1,Hyderabad,Singapore,D90544,Mobile App,No,Yes,1
T02245,C7236,2024-12-14 20:00:48,6992.95,M478,Groceries,Online,1,Mumbai,Singapore,D63621,ATM,No,No,0
T02246,C8639,2023-02-12 08:49:24,8150.7,M358,Electronics,POS,0,Delhi,UK,D97273,Web,Yes,Yes,0
T02247,C9743,2024-06-19 21:39:19,3684.93,M535,Utilities,ATM Withdrawal,1,Hyderabad,India,D63197,Web,Yes,Yes,0
T02248,C6886,2024-02-06 13:00:45,6183.9,M445,Entertainment,ATM Withdrawal,0,Bangalore,UK,D63993,Web,Yes,No,0
T02249,C6053,2024-12-02 21:44:06,6589.1,M791,Electronics,ATM Withdrawal,0,Hyderabad,Singapore,D12559,Web,No,No,0
T02250,C5285,2023-04-21 11:32:19,4752.52,M403,Electronics,POS,0,Kolkata,India,D29451,Mobile App,No,No,0
T02251,C6892,2023-12-27 01:44:16,4131.85,M885,Utilities,POS,0,Mumbai,UK,D80928,ATM,Yes,Yes,0
T02252,C9401,2024-10-06 14:20:10,1880.16,M938,Dining,ATM Withdrawal,0,Hyderabad,Singapore,D66410,Mobile App,No,No,0
T02253,C9147,2024-05-16 20:12:18,9861.83,M124,Groceries,ATM Withdrawal,1,Hyderabad,USA,D57262,Web,Yes,Yes,0
T02254,C8635,2023-12-17 20:15:45,9575.51,M655,Utilities,Online,0,Hyderabad,USA,D36642,Mobile App,No,Yes,0
T02255,C2615,2023-03-12 05:56:19,8126.38,M373,Utilities,POS,0,Kolkata,India,D81999,Web,Yes,No,0
T02256,C8692,2024-07-15 07:06:45,167.29,M283,Electronics,POS,1,Chennai,India,D38181,Web,No,No,0
T02257,C6246,2024-01-24 20:56:15,3602.7,M400,Groceries,POS,1,Bangalore,UK,D84854,ATM,Yes,Yes,0
T02258,C4328,2023-03-29 21:40:16,458.5,M465,Entertainment,POS,1,Chennai,USA,D94749,ATM,Yes,Yes,0
T02259,C7073,2023-05-20 15:10:53,8075.77,M527,Travel,POS,1,Delhi,USA,D57317,Mobile App,No,Yes,0
T02260,C6126,2024-08-27 20:36:02,3255.93,M117,Groceries,ATM Withdrawal,1,Mumbai,USA,D70211,Web,Yes,No,0
T02261,C7781,2024-03-30 17:32:11,4443.62,M557,Travel,Online,1,Kolkata,UK,D18280,ATM,Yes,Yes,0
T02262,C1749,2024-12-29 10:39:01,6068.02,M432,Entertainment,Online,1,Hyderabad,UK,D63722,Mobile App,No,No,0
T02263,C4625,2024-11-25 15:28:57,4002.25,M404,Clothing,Online,1,Chennai,India,D50296,Web,Yes,Yes,0
T02264,C3390,2024-06-24 16:30:29,6126.31,M751,Entertainment,ATM Withdrawal,0,Chennai,India,D62757,Mobile App,Yes,Yes,0
T02265,C1265,2024-02-29 09:46:00,814.61,M136,Travel,ATM Withdrawal,0,Bangalore,India,D97639,Web,Yes,Yes,0
T02266,C5272,2023-04-16 02:17:57,4279.73,M710,Travel,Online,1,Hyderabad,USA,D79416,Mobile App,Yes,Yes,0
T02267,C7841,2023-11-02 07:17:40,9314.9,M214,Dining,Online,1,Kolkata,Singapore,D27510,Web,No,No,0
T02268,C5836,2023-11-18 05:18:15,9308.51,M465,Clothing,Online,0,Mumbai,USA,D24210,Mobile App,Yes,Yes,0
T02269,C3497,2023-09-09 05:44:55,9868.73,M849,Clothing,Online,0,Kolkata,USA,D10152,Mobile App,Yes,Yes,0
T02270,C4214,2023-12-17 05:07:17,8571.14,M137,Clothing,ATM Withdrawal,1,Bangalore,Singapore,D11818,Mobile App,No,No,0
T02271,C6404,2023-01-20 08:23:43,9052.12,M644,Travel,POS,1,Chennai,India,D34761,Web,No,No,0
T02272,C4768,2023-05-19 22:32:18,7343.04,M856,Electronics,Online,1,Chennai,USA,D99504,Mobile App,No,No,0
T02273,C7223,2023-12-19 09:13:18,2939.34,M505,Travel,Online,1,Mumbai,India,D71916,Web,Yes,No,0
T02274,C5026,2024-04-03 12:16:40,1951.57,M354,Clothing,ATM Withdrawal,0,Chennai,Singapore,D11261,ATM,Yes,Yes,0
T02275,C9180,2024-11-27 10:09:42,1432.47,M279,Utilities,ATM Withdrawal,0,Bangalore,Singapore,D87821,Web,Yes,No,1
T02276,C6530,2024-07-07 12:28:04,5201.02,M186,Dining,Online,1,Mumbai,UK,D12775,ATM,No,No,0
T02277,C5216,2024-11-26 18:49:38,5719.35,M647,Dining,Online,0,Bangalore,Singapore,D68591,Web,No,Yes,0
T02278,C9005,2023-06-06 20:17:07,8568.17,M196,Utilities,Online,0,Mumbai,Singapore,D16113,Mobile App,Yes,Yes,0
T02279,C9037,2024-11-16 11:53:43,5046.86,M229,Entertainment,Online,0,Bangalore,India,D42239,ATM,Yes,Yes,0
T02280,C8550,2023-12-20 03:54:33,1279.49,M844,Entertainment,POS,1,Chennai,India,D73886,Mobile App,No,No,0
T02281,C3756,2023-03-12 01:04:14,7968.41,M248,Electronics,POS,1,Bangalore,Singapore,D78181,ATM,No,No,0
T02282,C6770,2023-07-14 05:52:18,3014.18,M748,Travel,Online,0,Kolkata,Singapore,D17965,Mobile App,No,No,0
T02283,C3773,2023-09-09 17:11:30,6730.95,M605,Dining,Online,0,Mumbai,Singapore,D79170,Mobile App,No,No,0
T02284,C3293,2024-06-21 06:32:50,5487.92,M541,Travel,POS,1,Chennai,India,D92773,ATM,Yes,No,0
T02285,C9954,2024-05-18 18:20:27,8747.98,M381,Entertainment,POS,1,Chennai,USA,D77124,ATM,No,Yes,0
T02286,C9000,2024-12-05 14:44:02,1681.36,M453,Utilities,Online,0,Delhi,Singapore,D64645,Mobile App,Yes,No,0
T02287,C4015,2024-07-06 14:45:26,4463.42,M569,Travel,Online,0,Hyderabad,Singapore,D66969,Mobile App,No,Yes,1
T02288,C9882,2024-09-10 15:34:45,1157.67,M805,Entertainment,Online,1,Hyderabad,USA,D86027,ATM,Yes,No,0
T02289,C1962,2023-05-08 09:04:12,6626.76,M732,Entertainment,POS,0,Bangalore,UK,D39464,Mobile App,Yes,Yes,0
T02290,C9584,2024-07-11 23:28:31,2409.78,M349,Electronics,POS,1,Bangalore,India,D31524,Web,Yes,No,0
T02291,C1554,2024-07-23 13:00:02,2117.2,M945,Clothing,POS,0,Hyderabad,Singapore,D14795,Mobile App,Yes,Yes,0
T02292,C2217,2023-04-06 23:01:52,7532.77,M954,Utilities,ATM Withdrawal,0,Kolkata,Singapore,D75366,ATM,No,No,0
T02293,C1794,2023-03-12 19:55:40,6597.79,M850,Electronics,POS,1,Chennai,Singapore,D14603,ATM,No,Yes,0
T02294,C1104,2023-03-30 16:11:19,895.23,M940,Utilities,POS,0,Hyderabad,India,D84794,ATM,Yes,No,0
T02295,C7756,2024-07-02 13:01:12,4349.5,M636,Travel,ATM Withdrawal,1,Mumbai,Singapore,D77482,ATM,No,Yes,0
T02296,C3252,2023-12-16 01:23:37,7157.94,M682,Travel,POS,1,Bangalore,USA,D40746,ATM,No,No,0
T02297,C4791,2024-05-07 11:57:59,1603.19,M569,Dining,POS,1,Kolkata,India,D45777,Mobile App,Yes,Yes,0
T02298,C2113,2023-10-09 21:45:18,9289.74,M141,Entertainment,POS,1,Delhi,Singapore,D76139,Web,Yes,No,0
T02299,C3474,2023-03-08 06:13:45,9026.58,M178,Clothing,POS,1,Hyderabad,USA,D45562,Web,Yes,Yes,0
T02300,C1149,2024-02-11 20:39:44,7663.32,M434,Entertainment,ATM Withdrawal,0,Mumbai,India,D87839,ATM,No,Yes,0
T02301,C4583,2024-07-03 08:38:18,2204.54,M481,Dining,Online,0,Chennai,UK,D30257,Web,Yes,Yes,0
T02302,C9285,2023-10-26 07:54:27,2577.03,M139,Groceries,ATM Withdrawal,0,Mumbai,Singapore,D98131,ATM,No,Yes,0
T02303,C8471,2024-07-18 13:54:37,4763.55,M250,Travel,POS,0,Chennai,India,D67041,ATM,Yes,No,0
T02304,C7114,2024-09-06 10:33:00,8975.21,M723,Entertainment,POS,1,Delhi,UK,D74449,ATM,No,No,0
T02305,C1990,2024-02-02 10:09:14,1231.86,M841,Groceries,Online,1,Bangalore,India,D49907,Web,No,No,0
T02306,C8916,2024-04-20 09:51:32,1358.43,M753,Clothing,Online,1,Mumbai,Singapore,D80887,Mobile App,Yes,No,0
T02307,C8993,2023-05-05 04:44:45,5345.9,M931,Electronics,Online,1,Hyderabad,USA,D67705,Mobile App,No,Yes,0
T02308,C1257,2023-10-22 03:04:52,7254.42,M203,Entertainment,POS,0,Delhi,India,D63656,Mobile App,Yes,No,0
T02309,C1108,2024-03-03 11:11:27,905.33,M491,Clothing,Online,0,Bangalore,USA,D99668,Mobile App,No,Yes,0
T02310,C9719,2023-10-23 15:01:44,6918.15,M624,Electronics,POS,0,Bangalore,USA,D33068,Web,Yes,No,0
T02311,C7739,2023-02-04 02:28:07,8719.53,M842,Entertainment,Online,0,Mumbai,Singapore,D90699,ATM,Yes,Yes,0
T02312,C1194,2024-08-19 17:24:37,9317.87,M180,Groceries,ATM Withdrawal,0,Delhi,UK,D63719,Web,Yes,Yes,0
T02313,C1274,2023-05-13 17:31:36,7663.61,M445,Entertainment,POS,0,Kolkata,UK,D55562,ATM,No,Yes,0
T02314,C9673,2024-12-09 13:37:27,6007.19,M752,Clothing,ATM Withdrawal,0,Delhi,Singapore,D17768,Web,No,Yes,0
T02315,C5501,2023-09-18 08:27:10,6440.22,M867,Electronics,POS,1,Mumbai,UK,D72229,Mobile App,Yes,Yes,1
T02316,C9777,2024-03-15 05:31:37,3770.73,M409,Travel,ATM Withdrawal,0,Kolkata,Singapore,D47538,Web,Yes,No,0
T02317,C5697,2024-11-07 18:18:35,7174.71,M532,Dining,POS,0,Hyderabad,Singapore,D98237,Mobile App,Yes,No,0
T02318,C1280,2024-05-27 06:32:11,7360.29,M510,Dining,ATM Withdrawal,1,Kolkata,UK,D45261,Mobile App,Yes,No,0
T02319,C9228,2024-11-01 01:22:50,3817.12,M122,Groceries,ATM Withdrawal,1,Mumbai,India,D54605,Mobile App,No,No,0
T02320,C8054,2023-04-27 13:52:31,6421.38,M288,Clothing,Online,0,Bangalore,India,D61769,Web,No,No,0
T02321,C3937,2023-05-06 22:12:43,5619.44,M864,Clothing,Online,0,Kolkata,Singapore,D51505,ATM,No,No,0
T02322,C2753,2024-11-05 19:57:05,8561.55,M363,Utilities,POS,0,Delhi,India,D67886,Mobile App,No,No,0
T02323,C2578,2023-04-23 07:40:36,8084.67,M838,Entertainment,POS,0,Delhi,UK,D27462,Mobile App,No,Yes,0
T02324,C9591,2023-05-19 22:19:05,2236.28,M768,Entertainment,ATM Withdrawal,0,Bangalore,USA,D65976,Mobile App,Yes,Yes,0
T02325,C3439,2024-08-20 10:07:18,1157.78,M860,Travel,POS,0,Mumbai,India,D71720,Mobile App,Yes,Yes,0
T02326,C4948,2024-07-07 01:31:38,877.72,M181,Dining,ATM Withdrawal,0,Mumbai,Singapore,D61795,ATM,Yes,Yes,1
T02327,C4144,2023-02-09 20:29:48,892.31,M956,Travel,POS,1,Hyderabad,UK,D57244,ATM,No,No,0
T02328,C9625,2023-11-22 21:34:10,7406.07,M543,Clothing,Online,0,Chennai,India,D98733,Web,Yes,No,0
T02329,C5135,2023-08-28 06:41:44,9372.17,M219,Utilities,ATM Withdrawal,1,Bangalore,Singapore,D46199,Mobile App,No,No,0
T02330,C6807,2023-08-29 09:50:21,7446.43,M912,Entertainment,POS,1,Mumbai,India,D21771,Mobile App,No,Yes,0
T02331,C5379,2024-07-21 03:12:05,1161.95,M296,Utilities,Online,1,Kolkata,USA,D88391,Mobile App,Yes,No,0
T02332,C7502,2024-08-20 00:18:34,3678.0,M684,Clothing,POS,0,Hyderabad,UK,D76824,Web,Yes,No,0
T02333,C2294,2023-12-13 14:51:23,8533.45,M367,Dining,POS,0,Hyderabad,USA,D30992,ATM,Yes,Yes,0
T02334,C7112,2023-08-13 07:15:33,9540.73,M410,Entertainment,ATM Withdrawal,0,Kolkata,UK,D75817,Web,No,Yes,0
T02335,C7652,2024-05-01 13:55:39,5769.59,M730,Entertainment,POS,0,Delhi,India,D23495,ATM,No,No,0
T02336,C8520,2023-05-21 08:25:05,17.78,M626,Dining,Online,0,Chennai,Singapore,D68556,Web,No,Yes,0
T02337,C4984,2023-04-02 07:21:53,619.79,M652,Travel,Online,0,Mumbai,India,D86805,ATM,No,Yes,0
T02338,C4700,2024-11-28 22:02:07,5356.49,M974,Travel,POS,1,Bangalore,India,D45579,Mobile App,No,No,0
T02339,C5914,2023-04-13 04:39:42,8471.34,M912,Utilities,POS,0,Hyderabad,India,D75327,Mobile App,No,No,0
T02340,C2320,2023-06-07 13:25:47,9798.52,M349,Utilities,POS,1,Delhi,UK,D72472,Mobile App,No,Yes,0
T02341,C1519,2023-01-03 17:51:28,3197.11,M810,Groceries,Online,0,Hyderabad,India,D85680,ATM,Yes,Yes,0
T02342,C2531,2024-04-28 13:21:56,3650.87,M918,Clothing,ATM Withdrawal,0,Kolkata,USA,D55878,Mobile App,No,No,0
T02343,C7640,2024-08-17 12:00:43,6793.34,M150,Entertainment,POS,0,Chennai,Singapore,D10457,ATM,No,Yes,0
T02344,C7213,2023-07-16 14:19:50,7965.86,M483,Electronics,Online,1,Kolkata,USA,D15289,Mobile App,No,Yes,0
T02345,C7179,2023-01-10 11:34:09,5197.99,M687,Clothing,POS,0,Chennai,Singapore,D35405,Mobile App,No,Yes,0
T02346,C8798,2023-12-23 05:43:07,6016.57,M584,Utilities,POS,0,Mumbai,Singapore,D50282,ATM,No,No,0
T02347,C1919,2024-01-22 12:27:03,2222.19,M320,Electronics,Online,0,Kolkata,India,D53757,Web,No,No,0
T02348,C1154,2024-10-26 10:01:04,3953.73,M878,Clothing,Online,1,Bangalore,Singapore,D27350,Web,Yes,No,0
T02349,C3807,2024-01-23 07:21:54,5383.39,M547,Electronics,ATM Withdrawal,0,Kolkata,UK,D29551,ATM,No,No,0
T02350,C2354,2024-02-27 03:35:45,4606.57,M381,Utilities,Online,1,Bangalore,USA,D17996,Web,Yes,Yes,0
T02351,C9189,2024-09-19 04:02:38,1447.86,M864,Electronics,Online,1,Kolkata,India,D34366,ATM,Yes,Yes,0
T02352,C8109,2023-01-05 11:11:52,9428.96,M805,Dining,Online,0,Delhi,UK,D67339,Mobile App,No,No,0
T02353,C6427,2024-04-17 05:38:30,8372.33,M896,Entertainment,POS,1,Hyderabad,USA,D33534,ATM,No,Yes,0
T02354,C2562,2024-11-16 14:46:30,4998.83,M290,Travel,Online,0,Bangalore,India,D62062,Mobile App,Yes,No,0
T02355,C9653,2024-01-19 06:53:16,4558.39,M383,Entertainment,POS,1,Chennai,USA,D90144,Mobile App,No,Yes,0
T02356,C1697,2023-07-04 18:22:26,6015.05,M613,Dining,POS,1,Hyderabad,Singapore,D39591,Mobile App,No,Yes,0
T02357,C4764,2023-06-18 10:49:17,1459.56,M787,Electronics,ATM Withdrawal,0,Bangalore,USA,D17647,Mobile App,No,No,0
T02358,C4463,2024-04-02 09:11:21,6653.84,M146,Groceries,POS,1,Bangalore,UK,D38404,ATM,Yes,Yes,0
T02359,C8790,2024-05-27 05:25:24,8013.12,M719,Groceries,POS,1,Kolkata,USA,D26384,Mobile App,Yes,Yes,0
T02360,C5441,2024-01-05 11:54:51,7029.97,M508,Clothing,POS,1,Chennai,Singapore,D60979,Web,Yes,No,0
